loc,smellsCount,assertionRoulette,conditionalTestLogic,constructorInitialization,defaultTest,duplicateAssert,eagerTest,emptyTest,generalFixture,lazyTest,magicNumberTest,mysteryGuest,printStatement,redundantAssertion,resourceOptimism,sensitiveEquality,sleepyTest,unknownTest,verboseTest,klass
113,6,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,5,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
18,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
36,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22,5,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
15,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,5,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
64,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
8,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
85,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
13,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
75,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
18,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26,5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
17,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
57,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
25,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
134,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
14,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
49,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
19,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
63,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
32,7,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15,4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
48,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
15,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
24,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
77,5,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
19,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
47,8,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0
21,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
26,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20,5,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
17,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
113,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
38,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
9,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
25,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
32,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
33,6,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
61,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,5,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
113,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
19,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,5,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
29,5,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
40,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
18,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
9,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
62,6,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
19,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
21,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21,7,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,5,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
20,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
42,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
40,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
21,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
11,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,6,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
63,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,6,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,5,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
15,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
11,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
